"item_name","bullet_point","product_type","product_category","link","color","material","item_id","depth","height","width"
"Silla de comedor terciopelo azul teal con pata natural Ellis","La silla de comedor tapizada en terciopelo Ellis con pata metálica efecto madera se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/467-silla-de-comedor-terciopelo-azul-teal-con-pata-natural?channable=04a954696400343637d6","Azul Teal","Terciopelo","GD-0002AT","45 cm","86 cm","45 cm"
"Silla de comedor tapizada beige con pata negra Ellis","La silla de comedor tapizada en poliéster Ellis con pata metálica negra se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/468-silla-de-comedor-tapizada-beige-con-pata-negra?channable=04a954696400343638d7","Beige","Tela","GD-0003BE","45 cm","86 cm","45 cm"
"Silla de comedor tapizada gris con pata negra Ellis","La silla de comedor tapizada en poliéster Ellis con pata metálica negra se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/469-silla-de-comedor-tapizada-gris-con-pata-negra?channable=04a954696400343639d8","Gris","Tela","GD-0003G","45 cm","86 cm","45 cm"
"Silla de comedor tapizada verde oscuro con pata negra Ellis","La silla de comedor tapizada en poliéster Ellis con pata metálica negra se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/470-silla-de-comedor-tapizada-verde-oscuro-con-pata-negra?channable=04a95469640034373050","Verde Oscuro","Tela","GD-0003VO","45 cm","86 cm","45 cm"
"Mesa de comedor rectangular blanca Gless","La mesa de comedor rectangular Gless es de estilo nórdico y minimalista. Se convierte en la elección segura si eres un apasionado del diseño escandinavo y tienes un espacio reducido.
De líneas rectas, con sobre blanco y patas en acabado natural, esta mesa se convierte en la protagonista de tu salón comedor. 
Es apta para 4 comensales por lo que podrás vivirla y compartila con familiares y amigos en estancias como la cocina, el comedor o incluso convertila en una mesa de despacho.","Mesa fija","Inicio > Mesas > Mesas de comedor y cocina","https://klasthome.com/es/mesas-de-comedor-y-cocina/473-mesa-de-comedor-rectangular-blanca?channable=04a95469640034373353","Blanco","Madera y metal","GD-0021","120 cm","75 cm","80 cm"
"Mesa de comedor cuadrada blanca Gless","La mesa de comedor cuadrada Gless, es de estilo nórdico y minimalista. Se convierte en la elección segura si eres un apasionado del diseño escandinavo.
De líneas rectas, con sobre blanco y patas en acabado natural, esta mesa se convierte en la protagonista de tu salón comedor. 
Es apta para 4 comensales por lo que podrás vivirla y compartila con familiares y amigos en estancias como la cocina y el salón comedor. También es la elección perfecta para hostelería.","Mesa fija","Inicio > Mesas > Mesas de comedor y cocina","https://klasthome.com/es/mesas-de-comedor-y-cocina/474-mesa-de-comedor-cuadrada-blanca?channable=04a95469640034373454","Blanco","Madera y metal","GD-0022","80 cm","75 cm","80 cm"
"Mesa de comedor rectangular blanca Laok","La mesa de comedor rectangular Laok es de estilo nórdico y minimalista. Se convierte en la elección segura si eres un apasionado del diseño escandinavo.
De líneas rectas, con sobre blanco y patas en acabado natural, esta mesa se convierte en la protagonista de tu salón comedor. 
Es apta para 6 comensales por lo que podrás vivirla y compartila con familiares y amigos en estancias como la cocina, el salón comedor o incluso como una mesa de reuniones en la oficina.","Mesa fija","Inicio > Mesas > Mesas de comedor y cocina","https://klasthome.com/es/mesas-de-comedor-y-cocina/475-mesa-de-comedor-rectangular-blanca?channable=04a95469640034373555","Blanco","Madera y metal","GD-0023","140 cm","74 cm","90 cm"
"Mesa de comedor 80D redonda blanca Cory","La mesa de comedor redonda Cory es de estilo vintage, aunque al ser un diseño emblemático se convierte en una pieza puramente contemporánea y moderna. 
Sus curvas retro, líneas depuradas y su acabado blanco aportan luminosidad y amplitud. Su pata en forma de tulipa central, hace que todas las sillas quepan con fluidez. Es apta para 4 comensales por lo que podrás vivirla y compartila con familiares y amigos en tu salón comedor, en la cocina, en tu bar o restaurante o incluso en la oficina como mesa de reuniones circular. Su reducido tamaño la hace una pieza multifuncional.","Mesa fija","Inicio > Mesas > Mesas de comedor y cocina","https://klasthome.com/es/mesas-de-comedor-y-cocina/476-mesa-de-comedor-80d-redonda-blanca?channable=04a95469640034373656","Blanco","Madera y metal","GD-0025","80 cm","73 cm","80 cm"
"Mesa auxiliar de metal color negro Maika","La mesa auxiliar Maika de estilo moderno y minimalista será el complemento ideal de tu decoración. Realizada en metal y lacada en negro es el complemento ideal para tu butaca o salón. Puedes usarla también como una estilosa mesita de noche y darle a tu dormitorio mucha personalidad.","Mesa auxiliar","Inicio > Mesas > Mesas auxiliares","https://klasthome.com/es/mesas-auxiliares/477-mesa-auxiliar-de-metal-color-negro?channable=04a95469640034373757","Negro","Metal","GD-0026NE","42 cm","52 cm","42 cm"
"Mesa auxiliar de metal color verde Maika","La mesa auxiliar Maika de estilo moderno y minimalista será el complemento ideal de tu decoración. Realizada en metal y lacada en verde es el complemento ideal para tu butaca o salón. Puedes usarla también como una estilosa mesita de noche y darle a tu dormitorio mucha personalidad.","Mesa auxiliar","Inicio > Mesas > Mesas auxiliares","https://klasthome.com/es/mesas-auxiliares/478-mesa-auxiliar-de-metal-color-verde?channable=04a95469640034373858","Verde","Metal","GD-0026V","45 cm","53 cm","45 cm"
"Silla de comedor tapizada beige Robbie","La silla de comedor Robbie en tapizado en poliéster y pata metálica negra es capaz de transformar por completo la decoración de tu comedor aportando un extra de elegancia y sofisticación. Diseñada para adaptarse a nuestro cuerpo, su asiento está fabricado en una única y ergonómica pieza que destaca por su cómoda sentada. Una silla de comedor de estilo contemporáneo que se ha convertido en todo un icono de modernidad y actualidad.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/479-silla-de-comedor-tapizada-beige?channable=04a95469640034373959","Beige","Tela","GD-0005BE","45 cm","92 cm","45 cm"
"Silla de comedor tapizada gris Robbie","La silla de comedor Robbie en tapizado en poliéster y pata metálica negra es capaz de transformar por completo la decoración de tu comedor aportando un extra de elegancia y sofisticación. Diseñada para adaptarse a nuestro cuerpo, su asiento está fabricado en una única y ergonómica pieza que destaca por su cómoda sentada. Una silla de comedor de estilo contemporáneo que se ha convertido en todo un icono de modernidad y actualidad.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/480-silla-de-comedor-tapizada-gris?channable=04a954696400343830d0","Gris","Tela","GD-0005G","45 cm","92 cm","45 cm"
"Silla de comedor tapizada beige pata negra Agnes","La silla de comedor Agnes tapizada en poliéster y con pata metálica negra presenta un diseño con un aire vintage y líneas completamente atemporales. Además de aportar elegancia y personalidad a tu comedor, su pequeña forma recogida en la zona lumbar le da una comodidad que hará de ella tu mejor aliada en las más largas sobremesas con familia o amigos.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/483-silla-de-comedor-tapizada-beige-pata-negra?channable=04a954696400343833d3","Beige","Tela","GD-0008BE","45 cm","95 cm","56 cm"
"Silla de comedor tapizada beige Eryn","La silla de comedor Eryn en tapizado de poliéster se trata de una gran elección para aquellos que estén buscando un diseño sofisticado y funcional que pueda servir como silla de comedor o de escritorio. Sus patas metálicas negras junto con sus 4 diferentes tonalidades disponibles, le dan ese aire elegante y de tendencia que hará de esta silla la elección preferida para aquellos amantes del estilo industrial o moderno.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/484-silla-de-comedor-tapizada-beige?channable=04a954696400343834d4","Beige","Tela","GD-0009BE","45 cm","83 cm","55 cm"
"Silla de comedor tapizada gris Eryn","La silla de comedor Eryn en tapizado de poliéster se trata de una gran elección para aquellos que estén buscando un diseño sofisticado y funcional que pueda servir como silla de comedor o de escritorio. Sus patas metálicas negras junto con sus 4 diferentes tonalidades disponibles, le dan ese aire elegante y de tendencia que hará de esta silla la elección preferida para aquellos amantes del estilo industrial o moderno.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/485-silla-de-comedor-tapizada-gris?channable=04a954696400343835d5","Gris","Tela","GD-0009G","45 cm","83 cm","55 cm"
"Silla de comedor tapizada verde Eryn","La silla de comedor Eryn en tapizado de poliéster se trata de una gran elección para aquellos que estén buscando un diseño sofisticado y funcional que pueda servir como silla de comedor o de escritorio. Sus patas metálicas negras junto con sus 4 diferentes tonalidades disponibles, le dan ese aire elegante y de tendencia que hará de esta silla la elección preferida para aquellos amantes del estilo industrial o moderno.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/486-silla-de-comedor-tapizada-verde?channable=04a954696400343836d6","Verde","Tela","GD-0009V","45 cm","83 cm","55 cm"
"Silla de comedor tapizada verde oscuro Eryn","La silla de comedor Eryn en tapizado de poliéster se trata de una gran elección para aquellos que estén buscando un diseño sofisticado y funcional que pueda servir como silla de comedor o de escritorio. Sus patas metálicas negras junto con sus 4 diferentes tonalidades disponibles, le dan ese aire elegante y de tendencia que hará de esta silla la elección preferida para aquellos amantes del estilo industrial o moderno.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/487-silla-de-comedor-tapizada-verde-oscuro?channable=04a954696400343837d7","Verde Oscuro","Tela","GD-0009VO","45 cm","83 cm","55 cm"
